,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year_data_collected,Grouped_Sector
748,Stylework,2017,Gurugram,Co-working,Stylework is an unconventional co-working space aggregator that is going to change the way people work.,Sparsh Khandelwal,InflectionPointVentures,500000,Pre-seriesA,2021,
749,Kinara Capital,2011,Bangalore,FinTech,Kinara Capital is a financing company that provides flexible collateral-free loans to small business entrepreneurs.,Hardika Shah,GAWACapitalGajaCapital,6000000,N/A,2021,Finance
750,Riskcovry,2018,Bangalore,InsureTech,"Riskcovry is an ""Insurance-in-a-box” model offers a one-stop-shop platform to cater to any business's digital insurance needs.","Suvendu Prusty, Sorabh Bhandari, Vidya Sridharan, Chiranth Patil",BetterCapitalBharatInclusionSeedFund,5000000,SeriesA,2021,
751,NODWIN,2012,Gurugram,Gaming,NODWIN Gaming is a gaming solutions company and creator of e-sports events.,Gautam Virk,Krafton,20000000,N/A,2021,
752,Quizizz,2015,Bangalore,EdTech,Quizizz is a Education based startup,"Ankit Gupta, Deepak Joy Cheenath",EightRoadsVenturesIndiaNexusVenturePartners,12500000,SeriesA,2021,Education
753,Ecom Express,2012,New Delhi,E-commerce,Ecom Express is an end-to-end technology-enabled logistics solutions provider to the Indian e-commerce industry.,"K. Satyanarayana, Manju Dhawan, Sanjeev Saxena, T. A. Krishnan",CDCGroupPartnersGroup,20000000,N/A,2021,Retail
754,Turtlemint,2015,Mumbai,InsureTech,Turtlemint is an online insurance platform that identifies and purchases appropriate insurance policies for consumers.,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",JungleVentures,45000000,SeriesD,2021,
755,Captain Fresh,2019,Bangalore,Supply chain platform,Captain Fresh is a freshwater fish and seafood supply chain platform.,Utham Gowda,MatrixPartnersIndiaAnkurCapital,3000000,Seed,2021,
756,Northern Arc,2008,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,U.S.InternationalDevelopmentFinanceCorpAsianDevelopmentBank,10000000,Debt,2021,Finance
757,Qoohoo,2020,Bangalore,Social platform,A platform for creators to build immersive connections with their fans and followers and monetize them.,"Vimal Singh Rathore, Aseem Gupta",Angelinvestors,800000,Seed,2021,
758,IGL,2016,Mumbai,Gaming,Indian Gaming League is the premier eSports platform in India.,Yash Pariani,HungamaHindustanTalkies,500000,N/A,2021,
759,AMPM,2018,Gurugram,E-commerce,24*7 convenience store,Shubham Gupta,AgilityVenturePartners,200000,N/A,2021,Retail
760,The ePlane,2016,Chennai,Drone,"Transforming the mobility landscape using aerial transport. Currently, we build drones for industrial applications","Pranjal Mehta, Satyanarayanan Chakravarthy",SpecialeInvestFaridAhsan,1000000,Seed,2021,
761,Cashify,2009,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Amit Sethi, Mandeep Manocha, Nakul Kumar",BessemerVenturePartnersCDHInvestments,15000000,N/A,2021,Retail
762,Questt,2020,Gurugram,EdTech,Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.,"Akhil Singh, Mohsin, Rohit Pande",ChirataeVenturesAETFund,1000000,Seed,2021,Education
763,DealShare,2018,Jaipur,E-commerce,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao",OmidyarNetworkFalconEdgeCapital,3000000,Debt,2021,Retail
764,Euler Motors,2018,New Delhi,Automotive,Electric Light Commercial Vehicle,Saurav Kumar,JettyVenturesSrinivasAnumolu,4000000,SeriesA,2021,Automotive
765,Blume Ventures,2011,Mumbai,FinTech,Blume Ventures provides pre-series A and early stage funding to tech-focused/tech-enabled ventures.,"Karthik Reddy, Sanjay Nath",Avendus,40000000,N/A,2021,Finance
766,KoineArth,2018,Bangalore,Blockchain startup,"Koinearth is a stealth mode startup working at the intersection of blockchains, machine learning and mechanism design",Praphul Chandra,YourNest,1800000,Pre-seriesA,2021,
767,ImaginXP,2013,Pune,EdTech,ImaginXP is a curriculum company with a focus on training and certification in UX Design and Design Thinking.,Vidhika Rohatgi,VentureCatalysts,1500000,N/A,2021,Education
768,Apna.co,2019,Bangalore,Recruitment,Apna is a recruitment platform that gives opportunities for blue or grey collar jobs.,Nirmit Parikh,SequoiaCapitalIndiaRocketship.vc,12500000,N/A,2021,
769,ideaForge,2007,Mumbai,Drone,ideaForge is an Indian company engaged in the development of unmanned aerial systems.,"Ankit Mehta, Ashish Bhat",InfosysQualcommVentures,2000000,N/A,2021,
770,Clairco,2018,Bangalore,CleanTech,Clairco provides enhanced air purification and real-time insights for breathable air indoors.,Aayush Jha,RealEstateAcceleratorProgram(REAP)AngelList,500000,N/A,2021,
771,Northern Arc,2008,Chennai,FinTech,Northern Arc Capital (Formerly known as IFMR Capital) is a Non-Banking Finance Company.,Kshama Fernandes,AsianDevelopmentBankU.S.InternationalDevelopmentFinanceCorp,50000000,Debt,2021,Finance
772,Lenskart,2010,"Faridabad, Haryana",Fashion,Lenskart is an India-based online shopping portal for eyewear.,"Amit Chaudhary, Peyush Bansal",KohlbergKravisRobertsTemasekHoldings,95000000,N/A,2021,
773,Virohan,2018,Gurugram,EdTech,Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.,"Archit Jayasal, Kunaal Dudeja, Nalin Saluja, Paarul Dudeja",RebrightPartnersWadhwaniFoundation,3000000,SeriesA,2021,Education
774,BankSathi,2019,New Delhi,FinTech,"Bank Sathi provides loans, insurance, cards comparison, and approval facility.",Jitendra Dhaka,DineshGodaraAdityaTalwar,200000,Seed,2021,Finance
775,BlissClub,2020,Bangalore,Fashion,"BlissClub is a community first women’s activewear brand. It is a Direct-to-Consumer brand in the active lifestyle space, founded in 2020 by ISB Alum Minu Margeret",Minu Margeret,ElevationCapital,2000000,Seed,2021,
776,BricSpaces,2018,Bangalore,Real estate,"A prop-tech company that finds and customizes offices, living, or retail spaces based on your requirements.",Madhusudhan,Angelinvestors,350000,Pre-seed,2021,
777,ANSR,2008,Bangalore,Consulting,"ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.",Lalit Ahuja,SistemaAsiaCapitalEvolvenceIndiaFund,15000000,SeriesB,2021,
778,Reccy Adventures,2019,Gurugram,Sports startup,Reccy Adventures is an adventure sports startup.,"Amit Chowdhury, Siddhartha Chatterjee, Tapas Pal",KallolBanerjeeJaydeepBarman,400000,Seed,2021,
779,Magenta EV,2017,Mumbai,Renewable Energy,Magenta is in the business of Enabling electric mobility & Making electricity clean,"Maxson Lewis, Darryl Dias",JITOAngelNetworkLetsVenture,15000000,SeriesA,2021,
780,Karbon Card,2019,Bangalore,FinTech,Karbon Card is a financial platform for Indian entrepreneurs.,"Amit Jangir, Bo Li, Jianwei Chen, Kartik Jain, Pei-fu Hsieh, Sunil Kumar",MyAsiaVCOriosVenturePartners,1000000,Pre-seriesA,2021,Finance
781,Wysa,2015,Bangalore,AI company,Wysa is an AI conversational agent that has been shown to help improve mental health,"Jo Aggarwal, Ramakant Vempati",WHealthVenturesPiVentures,5000000,SeriesA,2021,
782,Agnikul,2017,Chennai,SpaceTech,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran",ArthaIndiaVenturesSriramKrishnan,11000000,SeriesA,2021,
783,Glamplus,2020,Bangalore,SaaS startup,India's #1 SaaS based Salon experience Software,Divyanshu Singh,InflectionPointVentures,200000,Pre-seriesA,2021,
784,Tekie,2017,Gurugram,EdTech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Anand Verma, Naman Mukund",GSVMultiplyVentures,1500000,Seed,2021,Education
785,Asirvad Microfinance,2007,Chennai,FinTech,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,Raja Vaidyanathan,WorldBusinessCapitalNorthernArc,15000000,N/A,2021,Finance
786,Betterhalf.ai,2016,Bangalore,Matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Rahul Namdev, Pawan Gupta",YCombinatorRehanAKhan,3000000,Pre-seriesA,2021,
787,Koo,2020,Bangalore,Social Media,Koo App operates as a microblogging app.,"Aprameya Radhakrishna, Mayank Bidawatka",BalajiSrinivasanNavalRavikant,30000000,SeriesB,2021,
788,Mentoria,2015,Mumbai,EdTech,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Ashish Arora, Nikhar Arora, Sameer Bhakhri",PradeepKJaisinghJayantMehrotra,200000,Pre-seriesA,2021,Education
789,Cuvette Tech,2020,Bangalore,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh",VarunAlaghHarishDaiya,1800000,Seed,2021,
790,Clensta,2016,New Delhi,BioTechnology,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Puneet Gupta,IANFundWorldStartupFactory,600000,N/A,2021,
791,FarMart,2015,Gurugram,AgriTech,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Alekh Sanghera, Mehtab Singh Hans",OmidyarNetworkIndiaAvaanaCapital,24000000,Pre-seriesA,2021,
792,Kodo Card,2019,Mumbai,FinTech,Kodo card is a corporate card for new economy businesses in India.,"Deepti Sanghi, Gaurav Thapa",BrexY-Combinator,8000000,Seed,2021,Finance
793,Get My Parking,2015,New Delhi,Mobility,"Get My Parking, is a B2B Platform-as-a-Service company.","Chirag Jain, Rasik Pansare",IvyCapVenturesIANFund,6000000,N/A,2021,
794,Cellestial,2019,Hyderabad,Electronics,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Siddhartha Durairajan,GurjAujlaAshikK,500000,Pre-seriesA,2021,
795,FanCode,2019,Mumbai,Sports startup,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Yannick Colaco,DreamSports,50000000,N/A,2021,
796,Jai Kisan,2017,Mumbai,FinTech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Adriel Maniego, Arjun Ahluwalia",TheChatterjeeGroupPropheticVentures,30000000,SeriesA,2021,Finance
797,Plum,2019,Bangalore,HealthCare,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora",HarshJainLalitKeshre,15000000,SeriesA,2021,
798,ThatMate,2019,Satara,HealthCare,ThatMate is a sexual and mental wellness app for teens.,Nishant Neeraj,SupriyaKumariPremanshuSingh,140000,N/A,2021,
799,Klassroom,2016,Mumbai,EdTech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah!Ventures,200000,Pre-seriesA,2021,Education
800,Convin,2019,Bangalore,SaaS startup,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary",9UnicornsAcceleratorFundSunderNookala,300000,Pre-seed,2021,
801,Mensa Brands,2021,Bangalore,Clothing,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",Ananth Narayanan,AccelPartnersFalconEdgeCapitalNorwestVenturePartners,50000000,SeriesA,2021,
802,Disruptium,2021,Ahmadabad,Consulting,A consultancy platform for startups,"Yash Shah, Kapil Mathrani, Ishit Desai",PraveshMehta,200000,N/A,2021,
803,MedTel Healthcare,2017,Orissia,HealthCare,An aggregator for Digital Health Clinics in low resource settings.,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",N/A,5000000,Pre-seriesA,2021,
804,Pickright Technologies,2019,Bangalore,FinTech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Namandeep Bhatia, Archana E",GauravGuptaVivekSrivatsav,200000,N/A,2021,Finance
805,BharatPe,2018,New Delhi,FinTech,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani",AmploInsightPartners,6000000,Debt,2021,Finance
806,RuleZero,2019,Bangalore,Tech Startup,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish Mugulavalli, Srinivas Katta",InduslawReddyFutures,1000000,Seed,2021,
807,Rubix Data Sciences,2018,Mumbai,IT startup,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Mohan Ramaswamy,N/A,800000,Seed,2021,
808,Locobuzz,2011,Mumbai,Analytics,LocoBuzz is an analytics-based integrated marketing platform.,Vishal Agrawal,YujVentures,4000000,SeriesA,2021,
809,We Founder Circle,2020,Mumbai,FinTech,"A global platform of founders for founders offering investment, network and business opportunities.",Neeraj Tyagi,Geekster,2000000,Pre-seed,2021,Finance
810,Haqdarshak,2015,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Aniket Doegar, Asha Krishnan, PR Ganapathy",ManishSubramaniamUpayaSocialVentures,800000,Pre-seriesA,2021,
811,Enthu.ai,2020,Chandigarh,AI startup,Enthu.AI operates as a conversation intelligence startup.,"Tushar Jain, Vishal Verma",AppitSimpleInfotek,200000,N/A,2021,
812,Myelin Foundry,2019,Bangalore,AI startup,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",BeyondNextVentures,1000000,Pre-seriesA,2021,
813,SuperOps.ai,2020,Chennai,AI startup,SuperOps.ai is an early stage startup in the MSP space.,"Arvind Parthiban, Jayakumar Karumbasalam",RamakantSharmaElevationCapital,3000000,Seed,2021,
814,6Degree,2014,Mumbai,Retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Amit Bhardwaj, Nikhil Hegde",KeiretsuForumSucSEEDVenturePartners,1000000,N/A,2021,
815,Teachmint,2020,Bangalore,EdTech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain",LightspeedIndiaPartnersCMVentures,16500000,SeriesA,2021,Education
816,Sarathi,2020,Jodhpur,HealthCare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,N/A,100000,Seed,2021,
817,Jidoka Technologies,2018,Chennai,Software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,N/A,340000,Seed,2021,
818,Rapido,2015,Bangalore,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR",SkycatcherNexusVenturePartners,43000000,SeriesC,2021,
819,BYJU'S,2011,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath",TigaInvestmentsBaronCapital,150000000,N/A,2021,Education
820,ElasticRun,2015,Pune,E-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal",AvataarVenturePartnersKalaariCapital,75000000,SeriesD,2021,Retail
821,Avail Finance,2017,Bangalore,FinTech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta",AlteriaCapitalMatrixPartnersIndia,3000000,Debt,2021,Finance
822,Nivesh,2016,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan",RaghavKapurIndianAngelNetwork,1600000,Pre-seriesA,2021,Finance
